comment,rate,created_at,operator_name
"Comfortable van and great driver, however the ride took 8 hours at which point all passengers left the vehicle to walk to our destination as traffic was standstill. This was extremely inconvenient. Please advertise correct journey times. ",3.4,2019-07-01 12:10:20 UTC,Mekong Express
"Prompt! New vans = better leg room/AC but not all new so sit toward front. Small roach problem but not bad. Deliver huge amounts of boxes to remote towns so expect stops, falling boxes, stuff under feet. Very full bus plus many kids on laps... chaotic",3.6,2019-07-01 12:12:04 UTC,Thy Socheata (T.C.T.) Express
"The bus was good. It was a minivan with a side door. Sit in the middle, not in the back or the front ;) The back gets filled with bags. The driver was a little crazy, as they usually are, but he did get us there early! I'd recommend it. ",4.4,2019-07-01 13:48:38 UTC,Seila Angkor Khmer Express
"Good service. The drivers go a little fast and do some risky manoeuvres, but it's normal in many bus companies here. The ride was quite comfortable. If you have luggage, get there early. Theres a great brew pub very close to this company's Siem Reap stop.",4.8,2019-07-01 13:51:24 UTC,CamPost
"Sihanoukville - Phnomh Penh
Bus 1 hour late, they drove us in a small van + a car to reach it to avoid traffic. Then went the long way round on broken road for 60km. Should not seat 4 at the back for same price, very uncomfortable. Book front or middle. ",1.8,2019-07-01 14:00:13 UTC,Mekong Express
,2.8,2019-07-01 14:04:48 UTC,Mekong Express
,3.4,2019-07-01 14:06:33 UTC,Mekong Express
Our supposedly 6hrs trip became almost 10hrs because of some bus issues. We were transferred to another bus but it only catered 16 passengers to seat and the rest stood up. We even waited for another bus for 2hrs. ,3.4,2019-07-01 16:07:49 UTC,Mekong Express
,5,2019-07-02 00:47:24 UTC,Ekareach Express
"There was no wifi while in Cambodia. I was looking forward to it. The van looked quite in disarray and not to the standards, not in cleanness and not in design. I am not sure why they were insisting of taking our passports in the Khmer border.",3.4,2019-07-02 02:42:26 UTC,Mekong Express
Did a good job considering the state of the road.Not for the faint hearted.?,3.6,2019-07-02 04:20:46 UTC,Mekong Express
,4.2,2019-07-02 08:30:03 UTC,Virak Buntham Old
"Nice Driver ,but Please becareful and safety drive,too",5,2019-07-02 10:03:19 UTC,Bayon VIP
Everyone was nice and helpful. I forgot my bag in the bus cause I wasn't sure if we would cross the border on the bus. But the people from the office contacted the driver and somebody brought my bag within 10 minutes. It was very helpful. Thanks a lot!,5,2019-07-02 10:04:56 UTC,Virak Buntham Old
"Overall very bad experience. The van is so packed. It shouldn't call VIP van. Bear in mind, there is no free WiFi, snacks and drinking water as stated in the booking page. Slow aircond, it is very hot sitting in the van for 7 hours. ",2.4,2019-07-02 10:05:40 UTC,K.S.O Transport Co. Ltd
it's a very comfortable trip,3.6,2019-07-02 10:37:35 UTC,Mekong Express
"The bus started at 7am. The ticket said I should arrive at Siem Reap at 3pm. We reached at 6pm, because the Van took to many unnecessary stops to pick up people without ticket. I had a flight to catch and I barely made it. ",2.4,2019-07-02 10:58:48 UTC,Virak Buntham Old
"ជិះឡានសាងបន្ត
អត់ចូលចិត្តសោះ
ឈប់ជិះហើយ លាហើយខេមបូត្រា
ភ្នំពេញមកប៉ោយប៉ែត",1,2019-07-02 13:02:15 UTC,Cambolink21 Express
"Fast trip, fast processing, was glad and surprise there is no additional charge",3.6,2019-07-02 13:54:06 UTC,CamPost
Mainly very pleased with the service and staff were very pleasant. The journey took longer than advertised. ,3.8,2019-07-02 15:18:51 UTC,Mekong Express
The driver drived very fast & make most of the passengers feeling car sick,1.4,2019-07-02 15:45:49 UTC,Larryta Bus
,3,2019-07-02 16:14:48 UTC,Ratanak Sambath Express Transportation
,4.6,2019-07-02 20:31:40 UTC,Kampot Express
"Went from Phnom Penh to Siem Reap - bus left on time, made a couple of stops on the way, the driver was reliable and drove safely. Overall a good experience and I would recomment this bus company. Cheers, Adela",5,2019-07-03 04:23:42 UTC,CamPost
Bus driver was a little crazy and had actually crashed the back of the bus and front of the bus into vehicles. The journey took close to 8 hours and is a horrendous journey. I would fly if you can. ,1.6,2019-07-03 05:47:18 UTC,Bayon VIP
,5,2019-07-03 10:03:10 UTC,KUMHO SAMCO BUSLINES
This transport company did not provide what was advertised. We started in a CTT bus but were quickly asked to move to a horrible small bus without seatbelts and a leaking AC. It got us to where we needed but definitely would not recommend!!  ,1.8,2019-07-03 10:10:34 UTC,CTT Transportation
,4.8,2019-07-03 10:20:17 UTC,Virak Buntham Old
The trip was long but on time. Our guide really help us with our visa arrangements at the borders. With complimentary biscuits and water. Dont forget to bring headset and something to make you busy while on trip. TV on bus not english. ,4.2,2019-07-03 11:46:23 UTC,Mekong Express
The trip was long but on time. Our guide really help us with our visa arrangements at the borders. With complimentary biscuits and water. Dont forget to bring headset and something to make you busy while on trip. TV on bus not english. ,4.2,2019-07-03 11:46:24 UTC,Mekong Express
"The driver was nice.
Too bad he was not speaking english.",4.2,2019-07-03 20:29:44 UTC,Private Taxi Service
Good service,5,2019-07-04 03:54:01 UTC,Bayon VIP
,4.6,2019-07-04 06:10:08 UTC,Mekong Express
We use your bus regularly but this was the first time we didn’t have a toilet-the driver stopped regularly but it’s still better to have one in case of an emergency!,4.4,2019-07-04 10:41:38 UTC,Mekong Express
"The road from Sisophon to Battambang is under construction and is a nightmare. The trip takes 4.5 hours from Siem Reap, rather than the 3 hours advertised. This is not the bus company's fault, but travelers should be warned.",4.6,2019-07-04 10:52:43 UTC,Mekong Express
"The Van didn ‘t look at all as shown on the internet. Our Van was really old. 
Besides that, the driver was speeding at high risk for the passengers and the people on the street: 80 km where the limit was 40 and 110 km/h when the limit was 60!",2,2019-07-04 11:56:04 UTC,Mekong Express
"Everything is good for my first experience trying this, only one thing that is annoying is the waiting at cross-border for Vietnamese officials to stamp on passport which outside of the company's control, I think.",4.2,2019-07-04 11:56:47 UTC,Mekong Express
"Traffic in Sihanouk due to major growth makes 4 hr trip literally impossible. Google maps before you leave for accurate time. 4 hour trip took 8 hr with no breakdowns. Left at 8am and missed all island ferry’s. Sihanouk is a dump, awful accommodations ",2.6,2019-07-04 12:28:11 UTC,Mekong Express
"Driver was waiting for us in the Phnom Penh arrivals area, on time, in a visible spot, with my name on a card. Car was clean, well air conditioned, and modern. Driving was safe and direct. Driver helped with luggage into and out of the car.",5,2019-07-05 08:38:56 UTC,Private Taxi Service
"Driver is very friendly. I was called to be ready in the lobby of the hotel before 09:45, but wife finished everything about 10:00, when we were in the lobby, the van was there and the driver welcomed us with a warmly smile. ",5,2019-07-05 09:26:18 UTC,Hoa Mai Limousine 
,4.4,2019-07-05 10:02:12 UTC,Mekong Express
ល្អគួរសម,1.2,2019-07-05 10:06:11 UTC,Virak Buntham Old
,5,2019-07-05 10:14:40 UTC,Virak Buntham Old
Seats a little small for westerners but a pretty good value. Nice air conditioning. ,4,2019-07-05 10:25:26 UTC,Phnom Penh Sorya
,4.2,2019-07-05 10:49:48 UTC,Bayon VIP
"Terrible service. When I phoned to confirm my bus collection time the previous evening, staff were unable to retrieve my booking despite me providing booking reference. Online help also failed. Had to rebook with different company in the end. ",1,2019-07-05 12:01:40 UTC,K.S.O Transport Co. Ltd
Car much snakker than expected. Driver did hardly say a Word. Ok but nothing more,2.6,2019-07-05 15:17:11 UTC,Private Taxi Service
"Xe Hoa Mai là nổi tiếng lâu lắm rồi. Tôi hay đi Vũng Tàu công tác và đi chơi, chuyến nào tôi cũng chỉ đi duy nhất Hoa Mai. Chất lượng tốt, nhân viên lịch sự. Tôi rất hài lòng và sẽ tiếp tục ủng hộ",5,2019-07-06 01:50:37 UTC,Hoa Mai Limousine 
"I really love Hoa Mai's luxury van. I spent about 1 hr and 30 mn to travel from Ben Thanh to Vung Tau with massage chair. Van moved fast but safe. The driver was very careful, and helpful.",4.4,2019-07-06 02:49:21 UTC,Hoa Mai Limousine 
"The drivers are TERRIBLE. Our bus driver was typical of Vietnamese driving - no rules, no safety, high speed, dangerous passing, driving on the shoulder, talking on the phone, honking everyone out of the way.",3.4,2019-07-06 04:33:29 UTC,Hoa Mai Limousine 
ជារួមល្អអាចទទួលយកបាន,4.6,2019-07-06 08:19:13 UTC,CamPost
,4.2,2019-07-06 10:06:06 UTC,Mekong Express
,4,2019-07-06 10:10:33 UTC,Mekong Express
,3.8,2019-07-06 10:15:00 UTC,CamPost
"Super helpful drivers, who were very friendly and were very informative at the border crossing. Free tuk tuk was a lovely bonus aswell as the snacks along the journey. ",5,2019-07-06 10:23:32 UTC,Nattakan
"Nice travel, good seats and arrived on time!",4.2,2019-07-06 10:39:58 UTC,Kampot Express
,4.4,2019-07-06 12:35:18 UTC,CamPost
"My trip was cancelled without previous notice. I arrived at the destination 5 hours later than I should have. I am never taking reservations with this company again. Very dissapointed. No punctuality, no WiFi, and seat belts stuck and thus not useful. ",2.2,2019-07-06 17:01:41 UTC,Mekong Express
"Fantastic driver,  punctual, considerate and speaks English well. Highly recommended transportation  between PHNOM  PHEN n Siam reap. Can hassle free prebook for airport pickup. Great service.",4.6,2019-07-06 20:03:36 UTC,Private Taxi Service
,1.6,2019-07-06 23:49:45 UTC,Ekareach Express
,5,2019-07-07 01:37:33 UTC,Larryta Bus
,3,2019-07-07 05:32:39 UTC,Virak Buntham Old
Slept the whole time to the Thai border. Great bus.,4,2019-07-07 10:16:50 UTC,Virak Buntham Old
,5,2019-07-07 10:35:13 UTC,Bayon VIP
"We decided to take the bus instead of flying from Siem Reap to Phnom Penh. The bus was very enjoyable, spacious, clean and we even did a lunch stop. Our bus was about 30 minutes late arriving in Phnom Penh but it was fine. I highly recommend it. ",5,2019-07-07 10:48:18 UTC,Mekong Express
"Polite, ontime, clean. Good value for money ",4.8,2019-07-07 11:06:13 UTC,K.S.O Transport Co. Ltd
"Old mini van, crazy driving...even on the gravel of the wrong side of the road! The road was in terrible condition, why not take a different road? Aircon stopped working. Connections not explained at the border so we left some things in the mini van.  ",2.4,2019-07-07 13:06:12 UTC,Champa Mekong
ខ្ញុំcallទៅមិនទទួលកក់ ឲ្យខ្ញុំកក់តាមApp រឺ Website តែពេលខ្ញុំកក់តាមWebsite មកដល់គ្មានលេខខ្ញុំ ខ្ញុំទិញតាមApp Bookmebus តែមកដល់នៅតែគ្មានកន្លែងឲ្យខ្ញុំដដែល សួរថាមានវិធីណាកក់ស្រួលជាងនេះទេ គាត់ថាគ្មានទេ ខ្ញុំត្រូវខក់ការធ្វើដំណើរ2ដងដោយសារពួកគាត់,1,2019-07-07 15:08:59 UTC,Virak Buntham Old
Very good and polite driver but the aircon was not working so well,4.2,2019-07-07 16:18:44 UTC,Bayon VIP
"Xe chạy êm, tài xế tốt bụng hay nhắc khách xuống xe, nhưng mà có nhận hàng dọc đường, là đồ ăn nên cũng có mùi khó xịu xíu. Chắc lần sau em đi xe Limousine chắc an toàn hơn :D",3.8,2019-07-08 01:52:55 UTC,Hoa Mai Limousine 
"Great experience. Left on time, good quality van, friendly and fast driver, and safe!
Best experience I had with a bus company in Cambodia.Very recommended",5,2019-07-08 01:59:15 UTC,Bokor Transport
"Absolute joke. Booked a ticket, bus doesnt show. Called them, an extremely arrogant and unfriendly man told me flat out there is no bus to Kep today and that they wont refund me. Avoid like the plague! Disgusting behavior and a sham of a company.",1,2019-07-08 02:00:16 UTC,Champa Mekong
"The vehicle is OK, nothing to say, but driver and the staff at the station, they all didn't speak English. They didn't even check my ticket, just glanced at my phone, and say ""Go"", I know that they are not good at English, but feel that not friendly.  ",3,2019-07-08 03:37:42 UTC,Hoa Mai Limousine 
"The vehicle is OK, nothing to say, but driver and the staff at the station, they all didn't speak English. They didn't even check my ticket, just glanced at my phone, and say ""Go"", I know that they are not good at English, but feel that not friendly.  ",3,2019-07-08 03:37:43 UTC,Hoa Mai Limousine 
The service is good as usual.,3.6,2019-07-08 03:54:21 UTC,Mekong Express
,4.6,2019-07-08 06:44:18 UTC,Bayon VIP
,4.6,2019-07-08 06:44:42 UTC,Bayon VIP
The driver made far way many stops which was a waste of time. He filled up the gas and he didn’t stop the car machine and the passenger door was locked. It was not a good and safe experience. I won’t recommend the company to my friends. Please take action,1.6,2019-07-08 08:58:12 UTC,CamPost
,5,2019-07-08 10:01:36 UTC,CamPost
"One of the biggest let downs was that online it said it would take 4 hours for the journey, but in fact, it took 6 hours and a half. False advertising. ",3.2,2019-07-08 10:02:51 UTC,Mekong Express
ទៅដល់គ្មានសំបុត្រឲ្យ(1A) ឲ្យដូរទៅ 11A ចុងក្រោយគេ គ្មានទំនួលខុសត្រូវ សួរគាត់ដែរ តែគាត់ថាទិញតាមAppចឹងហើយ មើលមិនទាន់ គ្មាដំណោះស្រាយល្អដល់ភ្ញៀវ នឹងមិនចង់និយាយជាមួយ រឺ ដោះស្រាយឲ្យ មានតែបង្ខំចិត្តយកកៅអី11A មិនហ៊ានទិញតាមApp នេះទៀតទេ ,1,2019-07-08 10:05:50 UTC,Virak Buntham Old
